,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
151,998,65930,The Bureau: XCOM Declassified,1.0,2K,windows,Action,201.0,168.0,2.0,14.99,0.6950125208681135,8.0,2013.0,52.465,2013,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
153,1001,67370,The Darkness II,1.0,2K,windows,Action,191.0,214.0,1.0,19.99,0.9066989263571752,2.0,2012.0,29.985,2012,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
154,1019,71230,Crazy Taxi,1.0,SEGA,windows,Action;Racing,17.0,22.0,0.2,5.59,0.8195637805684072,3.0,2011.0,1.9565,2011,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
155,1020,71240,SEGA Bass Fishing,1.0,SEGA,windows,Simulation;Sports,6.0,8.0,0.2,5.59,0.8397932816537468,3.0,2011.0,1.9565,2011,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
156,1021,71260,Space Channel 5: Part 2,1.0,SEGA,windows,Action,0.0,0.0,0.1,5.59,0.8853092783505154,3.0,2011.0,0.8385,2011,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
157,1022,71340,Sonic Generations Collection,1.0,SEGA,windows,Action,165.0,169.0,0.5,0.0,0.9215712383488682,11.0,2011.0,0.0,2011,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
158,1023,72000,Closure,1.0,Eyebrow Interactive,windows,Indie,72.0,100.0,0.2,6.99,0.8640406607369758,9.0,2012.0,2.4465,2012,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
159,1025,72850,The Elder Scrolls V: Skyrim,1.0,Bethesda Softworks,windows,RPG,7089.0,3885.0,10.0,9.99,0.9407303749395451,11.0,2011.0,149.85,2011,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
160,1044,91100,SkyDrift,1.0,HandyGames,windows,Indie;Racing,1329.0,1329.0,0.2,6.99,0.8872266973532796,11.0,2011.0,2.4465,2011,11,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
161,1047,91600,Sanctum,1.0,Coffee Stain Publishing,windows,Action;Casual;Indie;Strategy,153.0,166.0,1.0,7.19,0.8960674157303371,4.0,2011.0,10.785,2011,4,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
162,1063,93200,Revenge of the Titans,1.0,Puppygames,windows,Action;Indie;Strategy,121.0,158.0,0.2,11.39,0.8412060301507538,3.0,2011.0,3.9865,2011,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
163,1069,94620,Hector: Badge of Carnage - Full Series,1.0,Telltale Games,windows,Adventure;Casual,0.0,0.0,0.2,14.99,0.9247311827956988,4.0,2011.0,5.2465,2011,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
164,1070,95000,Super Splatters,1.0,SpikySnail,windows,Action;Casual;Indie,254.0,254.0,0.1,6.99,0.7741935483870968,6.0,2013.0,1.0485,2013,6,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
165,1074,95900,Air Conflicts: Secret Wars,1.0,Games Farm,windows,Action;Simulation,20.0,20.0,0.05,4.79,0.6007194244604317,7.0,2011.0,0.35925,2011,7,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
166,1088,98300,Toy Soldiers,1.0,Microsoft Studios,windows,Action;Casual;Simulation;Strategy,148.0,148.0,0.2,4.99,0.9052631578947368,4.0,2012.0,1.7465,2012,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
167,1097,99400,Garshasp: The Monster Slayer,1.0,Digital Dragon,windows,Action;Indie,0.0,0.0,0.05,3.99,0.484472049689441,5.0,2011.0,0.29925,2011,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
168,1105,102500,Kingdoms of Amalur: Reckoning™,1.0,38 Studios;Electronic Arts,windows,Action;RPG,252.0,170.0,0.5,19.99,0.8764911559029206,2.0,2012.0,14.992499999999998,2012,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
169,1113,104900,ORION: Prelude,1.0,DANKIE,windows,Action;Adventure;Indie;RPG,263.0,98.0,2.0,0.79,0.7447914907985818,4.0,2013.0,2.765,2013,4,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
170,1114,105000,A New Beginning - Final Cut,1.0,Daedalic Entertainment,windows,Adventure;Indie,101.0,186.0,0.2,7.99,0.7610350076103499,12.0,2012.0,2.7965,2012,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
171,1117,105420,Ms. Splosion Man,1.0,Microsoft Studios,windows,Action;Indie,0.0,0.0,0.05,6.99,0.7731481481481481,4.0,2013.0,0.52425,2013,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
172,1126,107410,Arma 3,1.0,Bohemia Interactive,windows,Action;Simulation;Strategy,18823.0,3621.0,2.0,29.99,0.8934653532724273,9.0,2013.0,104.965,2013,9,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
173,1127,107600,Waves,1.0,Squid In A Box Ltd,windows,Action;Casual;Indie,11.0,11.0,0.1,3.99,0.941972920696325,11.0,2011.0,0.5985,2011,11,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
174,1133,108700,Death Rally,1.0,Remedy Entertainment,windows,Action;Racing,0.0,0.0,0.05,6.99,0.704119850187266,8.0,2012.0,0.52425,2012,8,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
175,1134,108710,Alan Wake,1.0,Remedy Entertainment,windows,Action;Adventure,239.0,228.0,2.0,11.39,0.9139104477611941,2.0,2012.0,39.865,2012,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
176,1138,109600,Neverwinter,1.0,Perfect World Entertainment,windows,Adventure;Free to Play;Massively Multiplayer;RPG,1273.0,543.0,5.0,0.0,0.7775678172503572,12.0,2013.0,0.0,2013,12,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
177,1139,109700,Achron,1.0,Hazardous Software Inc.,windows,Indie;Strategy,0.0,0.0,0.02,14.99,0.627906976744186,8.0,2011.0,0.52465,2011,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
178,1141,110500,Data Jammers: FastForward,1.0,Digital Eel,windows,Action;Indie,0.0,0.0,0.05,0.0,0.675,10.0,2011.0,0.0,2011,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
179,1142,110600,Astro Tripper,1.0,Pom Pom Games,windows,Action;Indie,0.0,0.0,0.02,3.99,0.5357142857142857,9.0,2011.0,0.13965,2011,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
180,1143,110610,Alien Zombie Megadeath,1.0,Pom Pom Games,windows,Action;Indie,0.0,0.0,0.02,3.99,0.734375,10.0,2011.0,0.13965,2011,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
181,1154,113400,APB Reloaded,1.0,Little Orbit,windows,Action;Free to Play;Massively Multiplayer,3835.0,302.0,5.0,0.0,0.6296727135536203,12.0,2011.0,0.0,2011,12,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
182,1156,115100,Costume Quest,1.0,Double Fine Productions,windows,Adventure;Casual;RPG,219.0,227.0,0.2,6.99,0.9261862917398944,10.0,2011.0,2.4465,2011,10,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
183,1157,115110,Stacking,1.0,Double Fine Productions,windows,Adventure;Indie,238.0,238.0,0.2,6.99,0.8913043478260869,3.0,2012.0,2.4465,2012,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
184,1158,115120,Iron Brigade,1.0,Double Fine Productions,windows,Action;Strategy,21.0,31.0,0.1,10.99,0.8220946915351507,8.0,2012.0,1.6485,2012,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
185,1162,115320,Prototype 2,1.0,Activision,windows,Action;Adventure,698.0,953.0,0.5,19.99,0.7068582625734814,7.0,2012.0,14.992499999999998,2012,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
186,1165,200010,Quantum Conundrum,1.0,Square Enix,windows,Casual;Strategy,162.0,220.0,0.2,6.99,0.8447204968944101,6.0,2012.0,2.4465,2012,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
187,1166,200020,Global Ops: Commando Libya,1.0,Immanitas Entertainment GmbH,windows,Action,0.0,0.0,0.05,3.99,0.406832298136646,10.0,2011.0,0.29925,2011,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
189,1173,200230,Off-Road Drive,1.0,1C Entertainment,windows,Racing;Simulation,0.0,0.0,0.05,3.99,0.6177105831533477,9.0,2011.0,0.29925,2011,9,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
190,1175,200370,A Game of Dwarves,1.0,Paradox Interactive,windows,Strategy;Casual,991.0,991.0,0.05,7.99,0.6221719457013575,10.0,2012.0,0.59925,2012,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
191,1176,200390,Oil Rush,1.0,Unigine Corp.,windows,Indie;Strategy,9.0,9.0,0.2,5.59,0.5043731778425656,1.0,2012.0,1.9565,2012,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
192,1177,200410,SOL: Exodus,1.0,"Bit Planet Games, LLC",windows,Action;Indie;Simulation,0.0,0.0,0.05,5.59,0.4891304347826087,1.0,2012.0,0.41925,2012,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
193,1178,200490,Memento Mori,1.0,Bohemia Interactive,windows,Adventure,4.0,4.0,0.02,9.99,0.5862068965517241,11.0,2012.0,0.34965,2012,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
195,1183,200900,Cave Story+,1.0,"Nicalis, Inc.",windows,Action;Adventure;Indie,150.0,152.0,0.5,10.99,0.9570093457943926,11.0,2011.0,8.2425,2011,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
196,1189,201070,Revelations 2012,1.0,Dark Artz Entertainment,windows,Action;Indie;Strategy,8.0,8.0,0.02,0.0,0.5856697819314641,4.0,2012.0,0.0,2012,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
198,1193,201420,Toki Tori 2+,1.0,Two Tribes,windows,Adventure;Casual;Indie,109.0,149.0,0.2,10.99,0.8377028714107366,7.0,2013.0,3.8465,2013,7,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
199,1198,201790,Orcs Must Die! 2,1.0,Robot Entertainment,windows,Action;Indie;Strategy,429.0,244.0,2.0,11.99,0.9512961508248232,7.0,2012.0,41.965,2012,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
200,1199,201810,Wolfenstein: The New Order,1.0,Bethesda-Soft,windows,Action,539.0,630.0,1.0,14.99,0.8987490752572466,5.0,2014.0,22.485,2014,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
203,1208,202710,Demigod,1.0,Stardock Entertainment,windows,Nudity;Violent;Action;RPG;Strategy,149.0,270.0,0.1,7.19,0.7268041237113402,12.0,2011.0,1.0785,2011,12,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
204,1210,202750,Alan Wake's American Nightmare,1.0,Remedy Entertainment,windows,Action;Adventure,71.0,123.0,1.0,6.19,0.7102250296091591,5.0,2012.0,9.285,2012,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
205,1213,203140,Hitman: Absolution™,1.0,Io-Interactive A/S;Feral Interactive (Mac),windows,Action,650.0,400.0,2.0,14.99,0.9037856726849156,11.0,2012.0,52.465,2012,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
206,1214,203160,Tomb Raider,1.0,Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows,Action;Adventure,527.0,475.0,5.0,14.99,0.957966233659796,3.0,2013.0,112.425,2013,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
207,1215,203210,Titan Attacks!,1.0,Puppygames,windows,Action;Casual;Indie,189.0,189.0,0.1,7.19,0.9090909090909092,2.0,2012.0,1.0785,2012,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
208,1216,203290,America's Army: Proving Grounds,1.0,U.S. Army,windows,Action;Free to Play,89.0,24.0,2.0,0.0,0.7712567648827421,8.0,2013.0,0.0,2013,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
209,1217,203350,King's Bounty: Warriors of the North,1.0,1C Entertainment,windows,RPG;Strategy,593.0,798.0,0.2,6.99,0.8233295583238958,10.0,2012.0,2.4465,2012,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
210,1218,203510,Fortune Summoners,1.0,Carpe Fulgur LLC,windows,Action;Indie;RPG,27.0,27.0,0.1,12.99,0.8620178041543026,1.0,2012.0,1.9485,2012,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
212,1222,203680,F1 RACE STARS™,1.0,Codemasters,windows,Racing,42.0,61.0,0.1,10.99,0.7621681415929203,11.0,2012.0,1.6485,2012,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
213,1223,203750,Binary Domain,1.0,SEGA,windows,Action,639.0,1242.0,0.5,9.99,0.8561457929430012,4.0,2012.0,7.4925,2012,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
214,1228,204060,Superbrothers: Sword & Sworcery EP,1.0,Capybara Games,windows,Adventure;Indie,73.0,65.0,0.5,4.99,0.7829560585885486,4.0,2012.0,3.7425,2012,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
215,1232,204220,Snapshot,1.0,Retro Affect,windows,Adventure;Casual;Indie,89.0,89.0,0.2,6.99,0.7252252252252253,8.0,2012.0,2.4465,2012,8,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
216,1234,204300,Awesomenauts - the 2D moba,1.0,Ronimo Games,windows,Action;Free to Play;Indie;Strategy,999.0,490.0,2.0,0.0,0.8495582460732984,8.0,2012.0,0.0,2012,8,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
217,1235,204340,Serious Sam 2,1.0,Devolver Digital,windows,Action;Indie,233.0,305.0,0.5,6.99,0.8840627580511974,1.0,2012.0,5.2425,2012,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
218,1237,204390,Pineapple Smash Crew ,1.0,RichMakeGame,windows,Action;Indie,0.0,0.0,0.02,6.99,0.8245614035087719,2.0,2012.0,0.24465,2012,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
219,1239,204530,Infested Planet,1.0,Rocket Bear Games,windows,Action;Indie;Strategy,2974.0,2974.0,0.2,11.39,0.9389716482460356,3.0,2014.0,3.9865,2014,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
220,1242,204630,Retro City Rampage™ DX,1.0,"Vblank Entertainment, Inc.",windows,Action;Adventure;Indie;Racing,540.0,629.0,0.2,10.99,0.8919039145907474,11.0,2014.0,3.8465,2014,11,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
221,1244,204860,Men of War: Condemned Heroes,1.0,1C Entertainment,windows,Action;Strategy,115.0,115.0,0.1,5.59,0.6505190311418685,4.0,2012.0,0.8385,2012,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
222,1251,205080,BIT.TRIP FATE,1.0,Gaijin Games,windows,Action;Indie,0.0,0.0,0.02,6.99,0.6238532110091743,7.0,2013.0,0.24465,2013,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
223,1253,205100,Dishonored,1.0,Bethesda Softworks,windows,Action;Adventure,749.0,565.0,2.0,7.99,0.9705055200464846,10.0,2012.0,27.965,2012,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
224,1258,205550,Foreign Legion: Multi Massacre,1.0,Sakari Games,windows,Action;Indie;Casual,26.0,26.0,0.05,4.79,0.6493506493506493,7.0,2012.0,0.35925,2012,7,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
225,1259,205610,Port Royale 3,1.0,Kalypso Media Digital,windows,Action;Simulation;Strategy,64.0,64.0,0.2,9.99,0.6911976911976911,5.0,2012.0,3.4965,2012,5,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
226,1262,205710,EverQuest,1.0,Daybreak Game Company,windows,Free to Play;Massively Multiplayer;RPG,20.0,20.0,0.5,0.0,0.7319461444308446,12.0,2012.0,0.0,2012,12,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
227,1264,205810,Jagged Alliance: Crossfire,1.0,THQ Nordic,windows,RPG;Simulation;Strategy,0.0,0.0,0.1,9.99,0.5989304812834224,8.0,2012.0,1.4985,2012,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
228,1268,205910,Tiny and Big: Grandpa's Leftovers,1.0,Black Pants Studio,windows,Indie,207.0,197.0,0.5,6.99,0.918512658227848,6.0,2012.0,5.2425,2012,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
230,1275,206210,Gotham City Impostors Free to Play,1.0,Warner Bros. Interactive Entertainment,windows,Action;Free to Play,120.0,107.0,2.0,0.0,0.8394312624524543,8.0,2012.0,0.0,2012,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
232,1280,206420,Saints Row IV,1.0,Deep Silver,windows,Action;Adventure,1279.0,1094.0,2.0,10.99,0.91623754996951,8.0,2013.0,38.465,2013,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
233,1282,206480,Dungeons & Dragons Online®,1.0,"Standing Stone Games, LLC",windows,Action;Adventure;Free to Play;Massively Multiplayer;RPG,557.0,804.0,0.5,0.0,0.7116818558409279,6.0,2012.0,0.0,2012,6,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
234,1283,206500,AirMech Strike,1.0,Carbon Games,windows,Action;Free to Play;Indie;Strategy,441.0,172.0,1.0,0.0,0.8414096916299559,3.0,2018.0,0.0,2018,3,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
235,1284,206610,3SwitcheD,1.0,Topware Interactive,windows,Casual;Indie,260.0,259.0,0.2,6.99,0.3738019169329074,3.0,2012.0,2.4465,2012,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
236,1285,206690,iBomber Defense Pacific,1.0,Cobra Mobile,windows,Casual;Indie;Strategy,82.0,108.0,0.2,2.99,0.8336633663366336,3.0,2012.0,1.0465,2012,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
237,1287,207020,Bang Bang Racing,1.0,HandyGames,windows,Racing,0.0,0.0,0.05,7.99,0.7944862155388471,6.0,2012.0,0.59925,2012,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
238,1288,207080,Indie Game: The Movie,1.0,BlinkWorks Media,windows,Indie,218.0,249.0,0.2,6.99,0.924187725631769,6.0,2012.0,2.4465,2012,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
239,1290,207170,Legend of Grimrock,1.0,Almost Human Games,windows,Adventure;Indie;RPG,314.0,362.0,0.5,10.99,0.9428327645051194,4.0,2012.0,8.2425,2012,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
240,1292,207230,ArcheBlade™,1.0,Codebrush Games,windows,Action;Free to Play;Indie,640.0,101.0,2.0,0.0,0.730072463768116,4.0,2014.0,0.0,2014,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
241,1294,207320,Ys: The Oath in Felghana,1.0,XSEED Games,windows,Action;Adventure;RPG,635.0,635.0,0.1,9.99,0.9425981873111784,3.0,2012.0,1.4985,2012,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
242,1295,207350,Ys Origin,1.0,XSEED Games,windows,Action;Adventure;RPG,826.0,1234.0,0.2,12.99,0.9521556256572028,5.0,2012.0,4.5465,2012,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
243,1302,207530,Noitu Love 2: Devolution,1.0,Joakim Sandberg,windows,Action;Indie,219.0,219.0,0.05,3.99,0.943661971830986,4.0,2012.0,0.29925,2012,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
244,1304,207650,A Virus Named TOM,1.0,Misfits Attic,windows,Action;Indie;Strategy,92.0,97.0,0.2,6.99,0.5540935672514621,8.0,2012.0,2.4465,2012,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
246,1314,208200,Doom 3: BFG Edition,1.0,Bethesda Softworks,windows,Action,644.0,985.0,0.5,14.99,0.836751956016071,10.0,2012.0,11.2425,2012,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
248,1317,208500,F1 2012™,1.0,Codemasters,windows,Racing;Simulation;Sports,1623.0,2887.0,0.2,14.99,0.8915588416512631,9.0,2012.0,5.2465,2012,9,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
249,1318,208520,Omerta - City of Gangsters,1.0,Kalypso Media Digital,windows,Simulation;Strategy,209.0,281.0,0.2,10.99,0.6195063214930765,1.0,2013.0,3.8465,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
250,1324,208650,Batman™: Arkham Knight,1.0,Warner Bros. Interactive Entertainment,windows,Action;Adventure,1266.0,1296.0,1.0,15.99,0.718428701574769,6.0,2015.0,23.985,2015,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
251,1325,208670,Blades of Time,1.0,Gaijin Entertainment Corporation,windows,Action;Adventure,105.0,105.0,0.2,6.99,0.8036556603773585,4.0,2012.0,2.4465,2012,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
252,1329,209000,Batman™: Arkham Origins,1.0,Warner Bros. Interactive Entertainment,windows,Action;Adventure,538.0,443.0,2.0,0.0,0.8526628705409479,10.0,2013.0,0.0,2013,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
253,1332,209100,Resident Evil: Operation Raccoon City,1.0,Capcom Co. Ltd,windows,Action,237.0,237.0,0.1,22.99,0.5204444444444445,5.0,2012.0,3.4484999999999997,2012,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
254,1333,209120,Street Fighter X Tekken,1.0,"Capcom U.S.A., Inc.",windows,Action,136.0,196.0,0.1,22.99,0.5517684887459807,5.0,2012.0,3.4484999999999997,2012,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
255,1335,209190,Stealth Bastard Deluxe,1.0,Curve Digital,windows,Action;Indie,373.0,465.0,0.2,6.99,0.8938356164383562,11.0,2012.0,2.4465,2012,11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
256,1338,209360,All Zombies Must Die!: Scorepocalypse ,1.0,Doublesix Games,windows,Action;Indie,0.0,0.0,0.02,3.99,0.7543859649122807,4.0,2012.0,0.13965,2012,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
257,1342,209540,Strike Suit Zero,1.0,Born Ready Games,windows,Action;Indie;Simulation,57.0,77.0,0.2,14.99,0.7812903225806451,1.0,2013.0,5.2465,2013,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
258,1345,209650,Call of Duty®: Advanced Warfare - Gold Edition,1.0,Activision,windows,Action,250.0,267.0,0.5,39.99,0.6150771775082691,11.0,2014.0,29.9925,2014,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
259,1346,209670,Cortex Command,1.0,"Data Realms, LLC",windows,Action;Indie;Strategy,199.0,229.0,1.0,14.99,0.6820467964137328,9.0,2012.0,22.485,2012,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
260,1349,209750,Cannon Fodder 3,1.0,Game Factory Interactive,windows,Action,0.0,0.0,0.02,10.99,0.5044247787610621,8.0,2012.0,0.38465,2012,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
261,1351,209830,Lone Survivor: The Director's Cut,1.0,Superflat Games,windows,Action;Adventure;Indie;RPG;Simulation,93.0,128.0,0.5,11.39,0.8694539249146758,4.0,2012.0,8.5425,2012,4,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
263,1353,209950,Triple Town,1.0,Spry Fox LLC,windows,Casual;Indie;Strategy,170.0,170.0,0.05,6.99,0.9178981937602628,12.0,2012.0,0.52425,2012,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
264,1354,210170,Spirits,1.0,Spaces of Play,windows,Action;Indie;Strategy,135.0,210.0,0.2,2.89,0.7136150234741784,9.0,2012.0,1.0115,2012,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
265,1356,210770,Sanctum 2,1.0,Coffee Stain Publishing,windows,Action;Indie;Strategy,293.0,203.0,2.0,11.39,0.9013331266470316,5.0,2013.0,39.865,2013,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
266,1357,210870,Cloudberry Kingdom™,1.0,Ubisoft,windows,Indie,33.0,33.0,0.02,8.59,0.9109947643979056,8.0,2013.0,0.30065,2013,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
267,1358,210950,Rune Classic,1.0,Human Head Studios,windows,Action;Adventure,316.0,592.0,0.1,6.99,0.9153976311336718,6.0,2012.0,1.0485,2012,6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
268,1361,211160,Viking: Battle for Asgard,1.0,SEGA,windows,Action;Adventure,43.0,24.0,1.0,9.99,0.4579989299090423,10.0,2012.0,14.985,2012,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
269,1363,211260,They Bleed Pixels,1.0,Spooky Squid Games Inc.,windows,Action;Indie,300.0,390.0,0.2,6.99,0.8573298429319371,8.0,2012.0,2.4465,2012,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
270,1366,211360,Offspring Fling!,1.0,Kyle Pulver,windows,Adventure;Indie,134.0,180.0,0.2,4.99,0.8330241187384044,5.0,2012.0,1.7465,2012,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
271,1367,211400,Deadlight,1.0,Microsoft Studios,windows,Action;Adventure;Indie,307.0,415.0,0.5,9.99,0.7962585335579395,10.0,2012.0,7.4925,2012,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
272,1375,211820,Starbound,1.0,Chucklefish,windows,Action;Adventure;Casual;Indie;RPG,3556.0,2055.0,2.0,11.99,0.9046573470931224,7.0,2016.0,41.965,2016,7,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
274,1378,212010,Galaxy on Fire 2™ Full HD,1.0,bitComposer Games,windows,Action;Indie;Simulation;Strategy,361.0,361.0,0.2,5.59,0.7324929971988795,8.0,2012.0,1.9565,2012,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
275,1379,212030,Kung Fu Strike - The Warrior's Rise,1.0,Qooc Software,windows,Action;Indie,98.0,99.0,0.1,6.99,0.7919132149901381,7.0,2012.0,1.0485,2012,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
276,1381,212070,Star Conflict,1.0,Gaijin Entertainment,windows,Action;Free to Play;Massively Multiplayer;Simulation,4623.0,113.0,2.0,0.0,0.755658481167526,2.0,2013.0,0.0,2013,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
277,1383,212160,Vindictus,1.0,NEXON Korea Corp. & NEXON America Inc.,windows,Action;Adventure;Free to Play;Massively Multiplayer;RPG,408.0,249.0,1.0,0.0,0.7140618879749314,6.0,2012.0,0.0,2012,6,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
