,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
5017,11421,540860,Dragon Kingdom War,1.0,Play Spirit Limited,windows,Casual;Indie;RPG;Strategy,349.0,349.0,0.02,3.99,0.6,2.0,2017.0,0.13965,2017,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
5019,11425,541100,Krampus,1.0,Peace,windows,Action;Adventure;Indie,213.0,222.0,0.1,3.19,0.4666666666666667,10.0,2016.0,0.4785,2016,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5021,11428,541210,Cold Waters,1.0,Killerfish Games,windows,Indie;Simulation;Strategy,0.0,0.0,0.05,29.99,0.8325092707045736,6.0,2017.0,2.24925,2017,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5024,11432,541300,Survive the Nights,1.0,a2z Interactive,windows,Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,64.0,64.0,0.02,19.99,0.4652366863905326,12.0,2017.0,0.69965,2017,12,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0
5032,11451,542050,Forgotton Anne,1.0,Square Enix,windows,Action;Adventure;Casual;Indie,323.0,347.0,0.02,15.49,0.9260780287474332,5.0,2018.0,0.54215,2018,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5033,11454,542120,Win Big Or Die,1.0,Cacti Council,windows,Action;Free to Play,0.0,0.0,0.02,0.0,0.8148148148148148,10.0,2016.0,0.0,2016,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5038,11462,542280,Happy Maze,1.0,Fresh Wind Software,windows,Adventure;Casual;Indie,252.0,252.0,0.05,3.99,0.7727272727272727,12.0,2016.0,0.29925,2016,12,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5039,11464,542310,Escape the Game,1.0,Insanity Games,windows,Adventure;Free to Play;Indie,35.0,53.0,0.2,0.0,0.8259541984732824,10.0,2016.0,0.0,2016,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5040,11465,542340,Slingshot people,1.0,StalkerAlex.,windows,Action;Casual;Indie;Simulation,231.0,212.0,0.2,0.79,0.4625585023400936,10.0,2016.0,0.2765,2016,10,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
5041,11466,542350,Castle of no Escape 2,1.0,Xitilon,windows,Action;Indie,260.0,260.0,0.02,7.99,0.8144796380090498,12.0,2016.0,0.27965,2016,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5042,11467,542400,Pixel Gladiator,1.0,Xitilon,windows,Action;Indie,1.0,1.0,0.02,3.99,0.7958115183246073,9.0,2017.0,0.13965,2017,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5044,11469,542430,Remaining in a dream,1.0,Primitive Studio,windows,Adventure;Indie;Strategy,206.0,214.0,0.05,0.79,0.4,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5047,11474,542590,SoulSaverOnline,1.0,Netgame,windows,Free to Play;Massively Multiplayer;RPG,0.0,0.0,0.05,0.0,0.6131386861313869,4.0,2017.0,0.0,2017,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5048,11476,542660,Feral Fury,1.0,Skandivania Games ,windows,Violent;Gore;Action;Adventure;Indie,0.0,0.0,0.05,4.99,0.8556701030927835,4.0,2017.0,0.37425,2017,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5051,11479,542690,Mahsung Deluxe,1.0,EnsenaSoft,windows,Casual,230.0,230.0,0.05,0.79,0.5,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5053,11481,542710,Dessert Storm,1.0,EnsenaSoft,windows,Casual,202.0,202.0,0.05,0.79,0.4146341463414634,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5054,11482,542720,Bubble Blowout,1.0,EnsenaSoft,windows,Action;Casual,203.0,203.0,0.05,0.79,0.4019607843137255,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5055,11483,542730,Block Blowout,1.0,EnsenaSoft,windows,Action;Casual,173.0,173.0,0.05,0.79,0.3673469387755102,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5056,11484,542740,Balloon Blowout,1.0,EnsenaSoft,windows,Action;Casual,152.0,152.0,0.05,0.79,0.4259259259259259,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5063,11494,542930,Painted Memories,1.0,QuickSave,windows,Action;Adventure;Indie,316.0,316.0,0.02,2.09,0.35294117647058826,11.0,2016.0,0.07315,2016,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5071,11510,543260,Wonder Boy: The Dragon's Trap,1.0,DotEmu,windows,Action;Adventure;Indie,0.0,0.0,0.02,14.99,0.8941504178272981,6.0,2017.0,0.52465,2017,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5073,11517,543360,Relaxation balls,1.0,DIAMOND FOX,windows,Action;Adventure;Casual;Indie;Simulation,392.0,392.0,0.1,0.79,0.51,11.0,2016.0,0.1185,2016,11,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
5077,11523,543460,Dead Rising 4,1.0,Capcom,windows,Action,340.0,526.0,0.1,19.99,0.4661016949152542,3.0,2017.0,2.9984999999999995,2017,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5079,11526,543650,Last Days,1.0,2ndDimensionGhost,windows,Violent;Gore;Action;Adventure;Free to Play;Indie;RPG;Early Access,292.0,296.0,0.05,0.0,0.5384615384615384,10.0,2016.0,0.0,2016,10,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
5081,11532,543790,Mars Industries,1.0,AYE Technology,windows,Casual;Indie;Simulation;Strategy,231.0,270.0,0.1,1.59,0.5217391304347826,10.0,2016.0,0.2385,2016,10,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5082,11533,543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,1.0,BANDAI NAMCO Entertainment,windows,Action;Adventure;Strategy,3.0,3.0,0.02,14.99,0.8054862842892768,8.0,2017.0,0.52465,2017,8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5083,11534,543900,METAL GEAR SURVIVE,1.0,Konami Digital Entertainment,windows,Violent;Action;Adventure;Strategy,1649.0,1649.0,0.1,34.99,0.6423802612481858,2.0,2018.0,5.2485,2018,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
5092,11548,544310,Jumps,1.0,Kiwiforge;Timothy Vincent,windows,Action;Indie;Racing,121.0,121.0,0.05,2.09,0.9383561643835616,3.0,2017.0,0.15675,2017,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
5093,11549,544330,Snake Pass,1.0,Curve Digital,windows,Adventure;Casual;Indie,94.0,118.0,0.05,15.99,0.7943548387096774,3.0,2017.0,1.19925,2017,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5100,11561,544550,Stationeers,1.0,RocketWerkz,windows,Action;Indie;Simulation;Early Access,3233.0,4876.0,0.05,18.99,0.8270042194092827,12.0,2017.0,1.4242499999999998,2017,12,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
5105,11570,544730,Catan Universe,1.0,United Soft Media,windows,Casual;Strategy,16710.0,16710.0,0.1,0.0,0.3913778529163144,4.0,2017.0,0.0,2017,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5106,11571,544750,SOULCALIBUR VI,1.0,BANDAI NAMCO Entertainment,windows,Action,184.0,305.0,0.1,49.99,0.8157033805888768,10.0,2018.0,7.4985,2018,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5110,11578,544920,Darwin Project,1.0,Scavengers Studio,windows,Action;Free to Play;Indie;Early Access,160.0,82.0,0.5,0.0,0.8099748533109807,3.0,2018.0,0.0,2018,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
5111,11579,544970,Milkmaid of the Milky Way,1.0,machineboy,windows,Adventure;Indie,0.0,0.0,0.02,4.79,0.9640000000000001,1.0,2017.0,0.16765,2017,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5118,11588,545150,Beastiarium,1.0,Fazan,windows,Action;Adventure;Indie,205.0,212.0,0.05,9.99,0.5412844036697247,12.0,2016.0,0.74925,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5119,11591,545250,Bloody Boobs,1.0,Dagestan Technology,windows,Action;Adventure;Indie,271.0,271.0,0.02,3.19,0.4995196926032661,2.0,2017.0,0.11165,2017,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
5120,11592,545280,The face of hope: Underground,1.0,Riviysky,windows,Action;Adventure;Indie;Strategy,201.0,212.0,0.05,0.79,0.36507936507936506,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5121,11593,545320,CountDown,1.0,StarSystemStudios™,windows,Action;Casual;Indie,249.0,282.0,0.02,3.99,0.40384615384615385,11.0,2016.0,0.13965,2016,11,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5122,11597,545370,Time Of Silence,1.0,AYE Technology,windows,Adventure;Indie,227.0,238.0,0.1,0.79,0.4444444444444444,12.0,2016.0,0.1185,2016,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5123,11599,545410,A Trip to Yugoslavia: Director's Cut,1.0,Sometimes You,windows,Action;Adventure;Casual;Indie,480.0,587.0,0.05,0.79,0.6974789915966386,2.0,2017.0,0.05925,2017,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5125,11601,545470,Hover Hazard,1.0,David Mulder,windows,Casual;Indie,232.0,252.0,0.05,1.59,0.68,10.0,2016.0,0.11925,2016,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5127,11606,545580,"GO AWAY, THERE'S KUMIS OVER THERE!",1.0,Neon Green Pin Games,windows,Action;Casual;Indie,187.0,187.0,0.05,0.79,0.7168674698795181,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5131,11622,545860,Luke Sidewalker,1.0,Giant Fox Studios,windows,Action;Adventure;Casual,281.0,281.0,0.05,0.79,0.5806451612903226,12.0,2016.0,0.05925,2016,12,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
5139,11632,546050,Puyo Puyo™Tetris®,1.0,SEGA,windows,Action;Casual,231.0,231.0,0.2,14.99,0.8094519859225742,2.0,2018.0,5.2465,2018,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
5150,11650,546380,Crispy Chicken,1.0,Axyos Games,windows,Action;Adventure;Casual;Indie,4122.0,4122.0,0.1,3.19,0.5146443514644351,4.0,2017.0,0.4785,2017,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5151,11651,546390,Brief Karate Foolish,1.0,Henteko Doujin,windows,Action;Casual;Free to Play;Indie,5.0,8.0,0.1,0.0,0.9406032482598607,11.0,2016.0,0.0,2016,11,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
5152,11654,546430,Pathway,1.0,Chucklefish,windows,Adventure;Indie;RPG;Strategy,242.0,242.0,0.02,12.99,0.6301587301587301,4.0,2019.0,0.45465,2019,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
5153,11657,546490,Heart and Seoul,1.0,Sapphire Dragon Productions,windows,Casual;Simulation,275.0,275.0,0.05,2.09,0.472972972972973,11.0,2016.0,0.15675,2016,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5154,11659,546600,Vanguards,1.0,Brigham Young University,windows,Action;Free to Play;Strategy,0.0,0.0,0.02,0.0,0.6888888888888889,10.0,2016.0,0.0,2016,10,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5157,11663,546700,The Butterfly Sign,1.0,Quantum Phoenix,windows,Action;Adventure;Indie,281.0,272.0,0.2,3.99,0.6086956521739131,12.0,2016.0,1.3965,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5161,11670,546930,Machine Hunt,1.0,ANPA.US,windows,Action;Indie,205.0,222.0,0.05,1.99,0.5326370757180157,5.0,2017.0,0.14925,2017,5,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5162,11672,546980,Midnight Carnival,1.0,Back To Basics Gaming,windows,Casual;Early Access,226.0,249.0,0.2,0.79,0.27807486631016043,11.0,2016.0,0.2765,2016,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5164,11676,547040,Above - VR,1.0,Patagoniart,windows,Adventure;Simulation,0.0,0.0,0.02,2.79,0.3333333333333333,11.0,2016.0,0.09765,2016,11,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5165,11678,547090,Halloween Mysteries,1.0,Vyacheslav Ozolnieks,windows,Action;Adventure;Indie,375.0,375.0,0.02,3.99,0.6666666666666666,12.0,2016.0,0.13965,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5170,11685,547310,That's Mahjong!,1.0,TotallyNotReptillian,windows,Casual;Indie,274.0,274.0,0.05,0.79,0.6395348837209303,10.0,2016.0,0.05925,2016,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5171,11687,547360,BREAK ARTS II,1.0,AGM PLAYISM,windows,Action;Indie;Racing,0.0,0.0,0.02,11.39,0.742914979757085,2.0,2018.0,0.39865,2018,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
5174,11690,547470,Apokalypsis,1.0,Quantum Entanglement Games,windows,Action,356.0,356.0,0.02,1.59,0.4848484848484849,11.0,2016.0,0.05565,2016,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5177,11696,547710,Darkness Ahead,1.0,Useless Machines,windows,Adventure;Indie,293.0,310.0,0.02,2.89,0.5625,11.0,2016.0,0.10115,2016,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5186,11716,548080,Space Merchants: Arena,1.0,Playito.com,windows,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation,262.0,262.0,0.02,4.99,0.6956521739130435,11.0,2016.0,0.17465,2016,11,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
5190,11725,548290,Dark Eden,1.0,SOFTON ENTERTAINMENT,windows,Free to Play;Massively Multiplayer;RPG,0.0,0.0,0.05,0.0,0.4751131221719457,11.0,2016.0,0.0,2016,11,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5196,11733,548430,Deep Rock Galactic,1.0,Coffee Stain Publishing,windows,Action;Indie;Early Access,3350.0,4384.0,0.5,24.99,0.92445005409304,2.0,2018.0,18.7425,2018,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5198,11736,548480,NightZ,1.0,Artem Bondin,windows,Action;Adventure;Indie,285.0,382.0,0.02,0.79,0.2636363636363636,2.0,2017.0,0.02765,2017,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
5211,11758,549240,Beans: The Coffee Shop Simulator,1.0,Whitethorn Digital,windows,Casual;Indie;Simulation,0.0,0.0,0.02,3.99,0.7160493827160493,6.0,2017.0,0.13965,2017,6,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5223,11779,550010,Happy Room,1.0,Mana Potion Studios,windows,Action;Indie;Simulation,250.0,250.0,0.1,3.99,0.8272058823529411,12.0,2016.0,0.5985,2016,12,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5224,11780,550080,VALKYRIE DRIVE -BHIKKHUNI-,1.0,Marvelous,windows,Sexual Content;Nudity;Action,266.0,266.0,0.02,22.99,0.8777506112469438,6.0,2017.0,0.80465,2017,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5229,11787,550310,Root Of Evil: The Tailor,1.0,EastFog Studios,windows,Action;Adventure;Casual;Indie;Simulation,0.0,0.0,0.02,4.99,0.8601190476190477,12.0,2016.0,0.17465,2016,12,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
5232,11794,550470,NosTale,1.0,Gameforge 4D GmbH,windows,Action;Adventure;Free to Play;Massively Multiplayer;RPG,52.0,76.0,0.2,0.0,0.6908023483365949,9.0,2017.0,0.0,2017,9,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
5235,11800,550650,Black Squad,1.0,NS STUDIO,windows,Action;Free to Play;Early Access,1835.0,42.0,5.0,0.0,0.7525236733964624,7.0,2017.0,0.0,2017,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5236,11801,550670,"What The Heck, Dude?",1.0,The_Kiddy,windows,Action;Casual;Indie;Simulation,272.0,303.0,0.1,0.79,0.3813229571984436,1.0,2017.0,0.1185,2017,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
5239,11808,550900,Metin2,1.0,Gameforge 4D GmbH,windows,Action;Adventure;Free to Play;Massively Multiplayer;RPG,2225.0,791.0,1.0,0.0,0.6228154671804046,5.0,2017.0,0.0,2017,5,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
5241,11813,551080,Rescue your chickens,1.0,Mihai Morosanu,windows,Action;Indie,231.0,231.0,0.02,0.79,0.6190476190476191,11.0,2016.0,0.02765,2016,11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5243,11818,551170,Onmyoji,1.0,NetEase Games,windows,Adventure;RPG;Strategy,2616.0,2616.0,0.1,0.0,0.6814814814814815,4.0,2018.0,0.0,2018,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5247,11827,551550,ASSASSINATION BOX,1.0,VitaliZelenyuk,windows,Action;Indie,212.0,225.0,0.2,4.79,0.3428571428571429,1.0,2018.0,1.6765,2018,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5253,11837,551730,Toukiden 2,1.0,"KOEI TECMO GAMES CO., LTD.",windows,Action,3315.0,3315.0,0.02,49.99,0.7952286282306164,3.0,2017.0,1.74965,2017,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5255,11839,551770,ECHO,1.0,ULTRA ULTRA,windows,Action;Adventure;Indie,235.0,235.0,0.05,18.99,0.8143036386449184,9.0,2017.0,1.4242499999999998,2017,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5258,11842,551860,Abandon Ship,1.0,Fireblade Software,windows,Adventure;Indie;Strategy;Early Access,209.0,317.0,0.02,14.99,0.712401055408971,2.0,2018.0,0.52465,2018,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5270,11873,552440,The Talos Principle VR,1.0,Devolver Digital;Croteam Publishing,windows,Action;Adventure;Indie,62.0,83.0,0.02,29.99,0.8736263736263736,10.0,2017.0,1.04965,2017,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5271,11874,552450,Serious Sam VR: The First Encounter,1.0,Devolver Digital;Croteam,windows,Action;Indie,46.0,46.0,0.02,29.99,0.8428927680798005,3.0,2017.0,1.04965,2017,3,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5273,11876,552500,Warhammer: Vermintide 2,1.0,Fatshark,windows,Action,2025.0,1024.0,2.0,23.79,0.7456751603397469,3.0,2018.0,83.265,2018,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5274,11877,552520,Far Cry® 5,1.0,Ubisoft,windows,Action;Adventure,1869.0,1694.0,0.5,49.99,0.6783827712312068,3.0,2018.0,37.4925,2018,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
5276,11884,552620,ATOM RPG: Post-apocalyptic indie game,1.0,AtomTeam,windows,RPG,17.0,17.0,0.1,10.99,0.8601966652415562,12.0,2018.0,1.6485,2018,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5279,11889,552700,WORLD OF FINAL FANTASY®,1.0,Square Enix,windows,RPG,519.0,561.0,0.05,18.49,0.7983134223471539,11.0,2017.0,1.3867499999999997,2017,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5285,11901,552990,World of Warships,1.0,Wargaming Group Limited,windows,Action;Free to Play;Massively Multiplayer;Simulation,341.0,135.0,2.0,0.0,0.7190684133915575,11.0,2017.0,0.0,2017,11,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
5291,11911,553210,"Warhammer 40,000: Space Wolf",1.0,HeroCraft,windows,Action;Strategy,133.0,133.0,0.05,17.99,0.6865671641791045,9.0,2017.0,1.3492499999999998,2017,9,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
5293,11914,553310,Lethal League Blaze,1.0,Team Reptile,windows,Action;Indie;Sports,343.0,343.0,0.05,17.99,0.9641478212906784,10.0,2018.0,1.3492499999999998,2018,10,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
5294,11917,553340,SolarGun,1.0,Mechanical Boss,windows,Casual;Indie,292.0,292.0,0.05,0.99,0.8690476190476191,7.0,2017.0,0.07425,2017,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5300,11930,553590,Hot Squat,1.0,Bean Boy Games,windows,Indie;Simulation;Sports,0.0,0.0,0.02,0.0,0.942528735632184,11.0,2016.0,0.0,2016,11,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
5302,11933,553640,ICEY,1.0,X.D. Network Inc.,windows,Action;Adventure;RPG,294.0,297.0,0.5,8.99,0.9125503896801936,11.0,2016.0,6.7425,2016,11,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
5303,11934,553660,PWND,1.0,Skydance Interactive,windows,Action;Casual;Free to Play;Indie,29.0,29.0,0.1,0.0,0.7057444314185228,4.0,2018.0,0.0,2018,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
5308,11942,553820,DeathMetal,1.0,Playito.com,windows,Action;Casual;Indie,264.0,264.0,0.02,1.99,0.7,11.0,2016.0,0.06965,2016,11,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5311,11947,553960,Husk,1.0,IMGN.PRO,windows,Violent;Action;Adventure;Indie,333.0,333.0,0.1,15.99,0.4201183431952663,2.0,2017.0,2.3985,2017,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5312,11948,554140,Desert Ride Coaster,1.0,iNFINITE Production,windows,Casual;Simulation,0.0,0.0,0.02,0.0,0.6585365853658537,12.0,2016.0,0.0,2016,12,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5315,11954,554310,Rage Wars,1.0,Lemondo Games,windows,Violent;Gore;Adventure;Casual;Indie,2112.0,3945.0,0.02,0.79,0.7216828478964401,11.0,2016.0,0.02765,2016,11,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5317,11957,554510,The Golf Club 2™,1.0,Maximum Games,windows,Simulation;Sports,1388.0,1388.0,0.02,24.99,0.5945945945945946,6.0,2017.0,0.87465,2017,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
5319,11962,554600,Learn Japanese To Survive! Katakana War,1.0,Sleepy Duck,windows,Adventure;Indie;RPG;Strategy,0.0,0.0,0.02,4.99,0.9157894736842104,1.0,2017.0,0.17465,2017,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
5320,11963,554620,Life is Strange: Before the Storm,1.0,Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows,Action;Adventure,478.0,651.0,0.5,13.99,0.9345532831001075,8.0,2017.0,10.4925,2017,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5321,11964,554640,拯救大魔王2 Rescue the Great Demon 2,1.0,indienova,windows,Adventure;Free to Play;Indie;RPG,53.0,53.0,0.1,0.0,0.7525252525252525,11.0,2016.0,0.0,2016,11,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
5332,11985,555160,Pavlov VR,1.0,davevillz,windows,Violent;Gore;Action;Indie;Early Access,362.0,479.0,0.2,6.99,0.8926519504082249,2.0,2017.0,2.4465,2017,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
5335,11989,555220,Detention,1.0,RedCandleGames;AGM PLAYISM,windows,Adventure;Indie,387.0,409.0,0.5,8.99,0.7605985037406484,1.0,2017.0,6.7425,2017,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5337,11991,555260,The Butterfly Sign: Human Error,1.0,Quantum Phoenix Studio,windows,Action;Adventure;Indie,245.0,259.0,0.2,3.99,0.5432098765432098,3.0,2017.0,1.3965,2017,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5340,12000,555440,Deathgarden,1.0,Behaviour Digital Inc.,windows,Action;Early Access,0.0,0.0,0.05,24.99,0.4833800560672808,8.0,2018.0,1.87425,2018,8,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5341,12001,555450,Deus Ex: Breach™,1.0,Square Enix,windows,Violent;Action;RPG,22.0,36.0,0.05,0.0,0.4279069767441861,1.0,2017.0,0.0,2017,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5342,12004,555570,Infestation: The New Z,1.0,Fredaikis AB,windows,Action;Free to Play;Indie;Massively Multiplayer;RPG,376.0,73.0,5.0,0.0,0.4914956851792173,11.0,2016.0,0.0,2016,11,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
5344,12007,555610,Gunmetal Arcadia Zero,1.0,Minor Key Games,windows,Action;Adventure;Indie,2.0,2.0,0.05,4.79,0.8095238095238095,11.0,2016.0,0.35925,2016,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5345,12008,555620,Crazy Oafish Ultra Blocks: Big Sale,1.0,Siberian Digital,windows,Action;Adventure;Indie,276.0,285.0,0.1,3.19,0.6048780487804878,12.0,2016.0,0.4785,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5346,12012,555660,Red Forest,1.0,BiscuitPlay,windows,Action;Adventure;Indie,227.0,242.0,0.02,3.99,0.4309392265193371,11.0,2016.0,0.13965,2016,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5347,12013,555670,Infinitum,1.0,VGstudio,windows,Action;Adventure;Indie;Simulation,366.0,393.0,0.05,3.99,0.5638297872340425,1.0,2017.0,0.29925,2017,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
5348,12014,555700,Absoloot,1.0,Dagestan Technology ,windows,Action;Adventure;Indie,236.0,274.0,0.2,3.19,0.53515625,3.0,2017.0,1.1165,2017,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
5349,12019,555760,Adrenaline Adventure,1.0,David Pierucci,windows,Action;Adventure;Indie;Racing;Simulation,0.0,0.0,0.02,1.69,0.2916666666666667,11.0,2016.0,0.05915,2016,11,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
5351,12022,555850,Galactic Landing,1.0,Kobra Studio,windows,Action;Casual;Indie;Simulation;Strategy;Early Access,0.0,0.0,0.02,1.59,0.6666666666666666,12.0,2016.0,0.05565,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
5352,12023,555880,Sairento VR,1.0,Mixed Realms Pte Ltd,windows,Action;Indie;RPG;Strategy,37.0,48.0,0.02,22.99,0.9002849002849003,2.0,2018.0,0.80465,2018,2,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
